"Company","Date","Followers"
"BCG Digital Ventures",2020-10-25,100986
"BCG Digital Ventures",2020-10-28,101168
"BCG Digital Ventures",2020-10-30,101361
"BCG Digital Ventures",2020-11-03,101630
"BCG Digital Ventures",2020-11-06,101877
"BCG Digital Ventures",2020-11-10,102101
"BCG Digital Ventures",2020-11-14,102425
"BCG Digital Ventures",2020-11-18,102808
"BCG Digital Ventures",2020-11-23,103155
"BCG Digital Ventures",2020-11-28,103391
"BCG Digital Ventures",2020-12-03,103732
"BCG Digital Ventures",2020-12-05,103918
"BCG Digital Ventures",2020-12-12,104306
"BCG Digital Ventures",2020-12-15,104483
"BCG Digital Ventures",2020-12-20,104773
"BCG Digital Ventures",2020-12-25,104993
"BCG Digital Ventures",2020-12-29,105163
"BCG Digital Ventures",2021-01-03,105320
"BCG Digital Ventures",2021-01-06,105534
"BCG Digital Ventures",2021-01-11,105818
"BCG Digital Ventures",2021-01-15,106208
"BCG Digital Ventures",2021-01-19,106425
"BCG Digital Ventures",2021-01-25,106843
"BCG Digital Ventures",2021-01-30,107318
"BCG Digital Ventures",2021-01-31,107404
"BCG Digital Ventures",2021-02-03,107674
"BCG Digital Ventures",2021-02-07,108008
"BCG Digital Ventures",2021-02-12,108330
"BCG Digital Ventures",2021-02-17,108598
"BCG Digital Ventures",2021-02-21,108969
"BCG Digital Ventures",2021-02-25,109296
"BCG Digital Ventures",2021-03-01,109591
"BCG Digital Ventures",2021-03-06,110043
"BCG Digital Ventures",2021-03-10,110387
"BCG Digital Ventures",2021-03-16,110777
"BCG Digital Ventures",2021-03-20,111131
"BCG Digital Ventures",2021-03-24,111403
"BCG Digital Ventures",2021-03-30,111818
"BCG Digital Ventures",2021-04-06,112188
"BCG Digital Ventures",2021-04-10,112527
"BCG Digital Ventures",2021-04-15,112799
"BCG Digital Ventures",2021-04-20,113102
"BCG Digital Ventures",2021-04-24,113367
"BCG Digital Ventures",2021-04-28,113586
"BCG Digital Ventures",2021-05-03,113830
"BCG Digital Ventures",2021-05-07,114123
"BCG Digital Ventures",2021-05-10,114275
"BCG Digital Ventures",2021-05-14,114539
"BCG Digital Ventures",2021-05-21,114933
"BCG Digital Ventures",2021-05-26,115176
"BCG Digital Ventures",2021-06-02,115598
"BCG Digital Ventures",2021-06-09,115997
"BCG Digital Ventures",2021-06-16,116330
"BCG Digital Ventures",2021-06-21,116625
"BCG Digital Ventures",2021-06-29,117197
"BCG Digital Ventures",2021-07-02,117440
"BCG Digital Ventures",2021-07-04,117521
"BCG Digital Ventures",2021-07-09,117766
