"Company","Date","Followers"
"Python People",2021-05-10,6883
"Python posts you might have missed!",2020-11-07,505
"Python posts you might have missed!",2020-11-21,572
"Python posts you might have missed!",2020-11-30,600
"Python posts you might have missed!",2020-12-08,637
"Python posts you might have missed!",2020-12-15,678
"Python posts you might have missed!",2020-12-27,755
"Python posts you might have missed!",2021-01-19,983
"Python posts you might have missed!",2021-02-19,1248
"Python posts you might have missed!",2021-03-06,1407
"Python posts you might have missed!",2021-03-26,1628
"Python posts you might have missed!",2021-05-10,2356
"Python posts you might have missed!",2021-12-05,11726
"Python Predictions",2020-11-07,7154
"Python Predictions",2020-11-21,7185
"Python Predictions",2020-12-27,7436
"Python Predictions",2021-02-19,7829
"Python Predictions",2021-03-26,7935
"Python Software Foundation",2020-10-30,68173
"Python Software Foundation",2020-10-31,68221
"Python Software Foundation",2020-11-02,68374
"Python Software Foundation",2020-11-03,68404
"Python Software Foundation",2020-11-06,68658
"Python Software Foundation",2020-11-07,68757
"Python Software Foundation",2020-11-10,68934
"Python Software Foundation",2020-11-12,69028
"Python Software Foundation",2020-11-14,69153
"Python Software Foundation",2020-11-18,69339
"Python Software Foundation",2020-11-21,69505
"Python Software Foundation",2020-11-23,69654
"Python Software Foundation",2020-11-28,69802
"Python Software Foundation",2020-11-30,69851
"Python Software Foundation",2020-12-03,69962
"Python Software Foundation",2020-12-05,70083
"Python Software Foundation",2020-12-08,70245
"Python Software Foundation",2020-12-12,70433
"Python Software Foundation",2020-12-15,70632
"Python Software Foundation",2020-12-15,70635
"Python Software Foundation",2020-12-20,70932
"Python Software Foundation",2020-12-25,71202
"Python Software Foundation",2020-12-27,71316
"Python Software Foundation",2020-12-29,71443
"Python Software Foundation",2021-01-03,71725
"Python Software Foundation",2021-01-06,71934
"Python Software Foundation",2021-01-11,72284
"Python Software Foundation",2021-01-15,72652
"Python Software Foundation",2021-01-19,72889
"Python Software Foundation",2021-01-22,73164
"Python Software Foundation",2021-01-25,73339
"Python Software Foundation",2021-01-25,73341
"Python Software Foundation",2021-01-28,73549
"Python Software Foundation",2021-01-30,73659
"Python Software Foundation",2021-01-31,73681
"Python Software Foundation",2021-01-31,73687
"Python Software Foundation",2021-02-03,73853
"Python Software Foundation",2021-02-03,73886
"Python Software Foundation",2021-02-07,74119
"Python Software Foundation",2021-02-07,74122
"Python Software Foundation",2021-02-12,74479
"Python Software Foundation",2021-02-12,74482
"Python Software Foundation",2021-02-16,74840
"Python Software Foundation",2021-02-17,74847
"Python Software Foundation",2021-02-19,75063
"Python Software Foundation",2021-02-19,75065
"Python Software Foundation",2021-02-21,75171
"Python Software Foundation",2021-02-21,75173
"Python Software Foundation",2021-02-25,75440
"Python Software Foundation",2021-02-25,75442
"Python Software Foundation",2021-03-01,75651
"Python Software Foundation",2021-03-01,75659
"Python Software Foundation",2021-03-06,75958
"Python Software Foundation",2021-03-06,75960
"Python Software Foundation",2021-03-06,75964
"Python Software Foundation",2021-03-06,75965
"Python Software Foundation",2021-03-10,76201
"Python Software Foundation",2021-03-10,76202
"Python Software Foundation",2021-03-13,76363
"Python Software Foundation",2021-03-16,76520
"Python Software Foundation",2021-03-20,76832
"Python Software Foundation",2021-03-20,76835
"Python Software Foundation",2021-03-24,77002
"Python Software Foundation",2021-03-26,77237
"Python Software Foundation",2021-03-26,77240
"Python Software Foundation",2021-03-26,77241
"Python Software Foundation",2021-03-28,77367
"Python Software Foundation",2021-03-30,77494
"Python Software Foundation",2021-03-31,77555
"Python Software Foundation",2021-04-06,77890
"Python Software Foundation",2021-04-06,77916
"Python Software Foundation",2021-04-10,78283
"Python Software Foundation",2021-04-10,78284
"Python Software Foundation",2021-04-15,78616
"Python Software Foundation",2021-04-20,79033
"Python Software Foundation",2021-04-20,79035
"Python Software Foundation",2021-04-24,79347
"Python Software Foundation",2021-04-28,79650
"Python Software Foundation",2021-04-28,79660
