"Region1","Region2","Location","Date","Followers"
"..","..","#khartoum","2020-10-17",522
"..","..","#khartoum","2020-12-08",525
"..","..","#khartoum","2021-04-21",538
"..","..","#kingston","2020-12-08",193
"..","..","#kingston","2021-04-21",203
"..","..","#kinshasa","2020-10-14",3982
"..","..","#kinshasa","2020-12-09",3993
"..","..","#kinshasa","2021-04-21",4043
"..","..","#kochi","2020-10-28",763
"..","..","#kochi","2020-12-08",778
"..","..","#kochi","2021-04-21",826
"..","..","#kolkata","2020-10-28",6515
"..","..","#kolkata","2020-12-08",6557
"..","..","#kolkata","2021-04-21",6784
"..","..","#kosice","2020-12-09",27
"..","..","#kosice","2021-04-21",27
"..","..","#krak„≥w","2020-10-27",171
"..","..","#krak„≥w","2020-12-07",386
"..","..","#krak„≥w","2021-04-21",406
"..","..","#krasnodar","2020-12-09",2
"..","..","#krasnodar","2021-04-21",2
"..","..","#ksa","2021-07-13",20316
"..","..","#kuala lumpur","2020-12-09",929
"..","..","#kuala lumpur","2021-04-21",984
"..","..","#kuwait","2020-10-18",18706
"..","..","#kuwait","2021-01-16",19140
"..","..","#kuwait","2021-07-09",20030
"..","..","#kuwait","2021-07-14",20045
"..","..","#kyiv","2020-12-09",550
"..","..","#kyiv","2021-04-21",563
"..","..","#la paz","2020-12-08",243
"..","..","#la paz","2021-04-21",256
"..","..","#lagos","2020-12-09",17148
"..","..","#lagos","2021-04-21",17175
"..","..","#lahore","2020-10-28",29794
"..","..","#lahore","2020-12-08",31345
"..","..","#lahore","2021-04-21",41938
"..","..","#larioja","2020-10-27",89
"..","..","#larioja","2020-12-07",93
"..","..","#larioja","2021-04-21",96
"..","..","#las palmas","2020-10-27",84
"..","..","#las palmas","2020-12-07",86
"..","..","#las palmas","2021-04-21",97
"..","..","#lasvegas","2020-12-06",4246
"..","..","#lasvegas","2021-04-21",4318
"..","..","#latvia","2020-10-27",357
"..","..","#latvia","2020-12-07",367
"..","..","#latvia","2021-04-21",406
"..","..","#lazio","2020-10-27",55
"..","..","#lazio","2020-12-07",58
"..","..","#lazio","2021-04-21",76
"..","..","#lecce","2020-12-09",89
"..","..","#lecce","2021-04-21",91
"..","..","#leeds","2020-10-17",3349
"..","..","#leipzig","2020-10-27",224
"..","..","#leipzig","2020-12-07",237
"..","..","#leipzig","2021-04-21",259
"..","..","#liban","2021-07-09",134
"..","..","#libreville","2020-10-18",410
"..","..","#libreville","2020-12-09",411
"..","..","#libreville","2021-04-21",417
"..","..","#lima","2020-10-15",11358
"..","..","#lima","2020-12-08",11377
"..","..","#lima","2021-04-21",11416
"..","..","#limerick","2020-10-14",478
"..","..","#limoges","2020-12-09",193
"..","..","#limoges","2021-04-21",218
"..","..","#limousin","2020-10-27",60
"..","..","#limousin","2020-12-07",62
"..","..","#limousin","2021-04-21",75
"..","..","#lisboa","2020-10-14",3634
"..","..","#lisbon","2020-10-14",4020
"..","..","#lisbon","2020-10-27",4019
"..","..","#lisbon","2020-12-07",4011
"..","..","#lisbon","2021-04-21",4026
"..","..","#liverpool","2020-10-17",2437
"..","..","#liverpool","2020-12-09",2453
"..","..","#liverpool","2021-04-21",2510
"..","..","#lome","2020-12-09",29
"..","..","#lome","2021-04-21",31
"..","..","#london","2020-10-14",39170
"..","..","#london","2021-01-16",41461
"..","..","#london","2021-07-09",45016
"..","..","#lorraine","2020-10-27",113
"..","..","#lorraine","2020-12-07",120
"..","..","#lorraine","2021-04-21",141
"..","..","#losangeles","2020-12-06",5649
"..","..","#losangeles","2021-04-21",5754
"..","..","#louisiana","2020-12-06",860
"..","..","#louisiana","2021-04-21",879
"..","..","#louisville","2020-12-06",323
"..","..","#louisville","2021-04-21",340
"..","..","#luanda","2020-12-09",3468
"..","..","#luanda","2021-04-21",3483
"..","..","#lublin","2020-10-27",147
"..","..","#lublin","2020-12-07",150
"..","..","#lublin","2021-04-21",157
"..","..","#lubusz","2020-10-27",0
"..","..","#lubusz","2020-12-07",0
"..","..","#lubusz","2021-04-21",0
"..","..","#lucknow","2020-10-28",904
"..","..","#lucknow","2020-12-08",954
"..","..","#lucknow","2021-04-21",1112
"..","..","#lusaka","2020-12-09",495
"..","..","#lusaka","2021-04-21",500
"..","..","#lyon","2020-10-14",18292
"..","..","#lyon","2020-10-27",18304
"..","..","#lyon","2020-12-07",18346
"..","..","#lyon","2021-04-21",18473
"..","..","#m„°laga","2020-10-27",430
"..","..","#m„°laga","2020-12-07",543
"..","..","#m„°laga","2021-04-21",601
"..","..","#m„ºnster","2020-10-27",53
"..","..","#m„ºnster","2020-12-07",39
"..","..","#m„ºnster","2021-04-21",41
"..","..","#macau","2020-10-18",457
"..","..","#madrid","2020-10-14",11929
"..","..","#madrid","2020-10-27",11938
"..","..","#madrid","2020-12-07",11969
"..","..","#madrid","2021-04-21",12116
"..","..","#magdeburg","2020-12-09",36
"..","..","#magdeburg","2021-04-21",42
"..","..","#maine","2020-12-06",363
"..","..","#maine","2021-04-21",378
"..","..","#makassar","2020-12-09",332
"..","..","#makassar","2021-04-21",344
"..","..","#mallorca","2020-10-27",302
"..","..","#mallorca","2020-12-07",312
"..","..","#mallorca","2021-04-21",371
"..","..","#malm„∂","2020-10-27",89
"..","..","#malm„∂","2020-12-07",39
"..","..","#malm„∂","2021-04-21",43
"..","..","#managua","2020-12-08",5532
"..","..","#managua","2021-04-21",5529
"..","..","#manaus","2020-12-08",684
"..","..","#manaus","2021-04-21",738
"..","..","#manchester","2020-10-17",8804
"..","..","#manchester","2020-12-09",8840
"..","..","#manchester","2021-04-21",8919
"..","..","#manhattan","2020-10-17",357
"..","..","#manila","2020-12-09",725
"..","..","#manila","2021-04-21",753
"..","..","#mannheim","2020-10-27",79
"..","..","#mannheim","2020-12-07",88
"..","..","#mannheim","2021-04-21",95
"..","..","#maputo","2020-12-09",519
"..","..","#maputo","2021-04-21",527
"..","..","#maracaibo","2020-12-08",256
"..","..","#maracaibo","2021-04-21",259
"..","..","#marche","2020-10-27",123
"..","..","#marche","2020-12-07",128
"..","..","#marche","2021-04-21",141
"..","..","#maroc","2021-07-09",40266
"..","..","#marrakesh","2020-12-08",39
"..","..","#marrakesh","2021-04-21",43
"..","..","#marseille","2020-10-27",3272
"..","..","#marseille","2020-12-07",3304
"..","..","#marseille","2021-04-21",3424
"..","..","#martinique","2020-10-27",907
"..","..","#martinique","2020-12-07",927
"..","..","#martinique","2021-04-21",995
"..","..","#maryland","2020-12-06",422
"..","..","#maryland","2021-04-21",447
"..","..","#massachusetts","2020-12-06",398
"..","..","#massachusetts","2021-04-21",442
"..","..","#mecca","2020-10-18",117
"..","..","#mecca","2020-12-09",119
"..","..","#mecca","2021-04-21",127
"..","..","#medan","2020-10-28",472
"..","..","#medan","2020-12-08",480
"..","..","#medan","2021-04-21",511
"..","..","#medellin","2020-12-08",7895
"..","..","#medellin","2021-04-21",7981
"..","..","#medina","2020-12-09",52
"..","..","#medina","2021-04-21",59
"..","..","#melbourne","2020-12-09",407575
"..","..","#melbourne","2021-04-21",406834
"..","..","#melilla","2020-10-27",12
"..","..","#melilla","2020-12-07",13
"..","..","#melilla","2021-04-21",17
"..","..","#memphis","2020-12-06",564
"..","..","#memphis","2021-04-21",584
"..","..","#merida","2020-12-08",162
"..","..","#merida","2021-04-21",174
"..","..","#mesa","2020-12-06",175
"..","..","#mesa","2021-04-21",185
"..","..","#mexico","2020-10-15",19805
"..","..","#mexico city","2020-12-08",336
"..","..","#mexico city","2021-04-21",377
"..","..","#miami","2020-12-06",3678
"..","..","#miami","2021-04-21",3863
"..","..","#miami","2021-07-13",3977
"..","..","#michigan","2020-12-06",3225
"..","..","#michigan","2021-04-21",3270
"..","..","#milan","2020-10-27",745
"..","..","#milan","2020-12-07",759
"..","..","#milan","2021-04-21",795
"..","..","#milano","2020-10-14",11902
"..","..","#milano","2020-10-17",11908
"..","..","#milano","2020-12-08",11931
"..","..","#milano","2021-04-21",11953
"..","..","#milano","2021-07-14",11993
"..","..","#milwaukee","2020-12-06",878
"..","..","#milwaukee","2021-01-17",886
"..","..","#milwaukee","2021-04-21",926
"..","..","#minneapolis","2020-12-06",1797
"..","..","#minneapolis","2021-04-21",1805
"..","..","#minnesota","2020-12-06",836
"..","..","#minnesota","2021-04-21",849
"..","..","#minsk","2020-12-09",975
"..","..","#minsk","2021-04-21",977
"..","..","#mississippi","2020-12-06",211
"..","..","#mississippi","2021-04-21",225
"..","..","#missouri","2020-12-06",238
"..","..","#missouri","2021-04-21",263
"..","..","#mogadishu","2020-12-09",442
"..","..","#mogadishu","2021-04-21",463
"..","..","#molise","2020-10-27",24
"..","..","#molise","2020-12-07",26
"..","..","#molise","2021-04-21",35
"..","..","#mombasa","2020-10-18",275
"..","..","#mombasa","2020-12-09",278
"..","..","#mombasa","2021-04-21",291
"..","..","#monaco","2020-12-09",1926
"..","..","#monaco","2021-04-21",2057
"..","..","#monrovia","2020-12-09",82
"..","..","#monrovia","2021-04-21",83
"..","..","#montana","2020-12-06",295
"..","..","#montana","2021-04-21",328
"..","..","#monterrey","2020-12-08",6103
"..","..","#monterrey","2021-04-21",6148
"..","..","#montevideo","2020-10-17",1423
"..","..","#montevideo","2020-12-08",1427
"..","..","#montevideo","2021-04-21",1436
"..","..","#montpellier","2020-12-09",3331
"..","..","#montpellier","2021-04-21",3408
"..","..","#montreal","2020-12-08",7039
"..","..","#montreal","2021-04-21",7151
"..","..","#moscow","2020-10-15",532
"..","..","#moscow","2021-07-14",636
"..","..","#muenchen","2020-10-15",39
"..","..","#mumbai","2020-10-14",39847
"..","..","#mumbai","2020-10-14",39814
"..","..","#mumbai","2020-10-28",40549
"..","..","#mumbai","2020-12-08",44360
"..","..","#mumbai","2021-04-21",61713
"..","..","#munich","2020-10-15",2730
"..","..","#munich","2020-10-27",2732
"..","..","#munich","2020-12-07",2747
"..","..","#munich","2021-04-21",2817
"..","..","#murcia","2020-10-27",384
"..","..","#murcia","2020-10-27",384
"..","..","#murcia","2020-12-07",394
"..","..","#murcia","2021-04-21",419
"..","..","#muscat","2020-10-18",3032
"..","..","#muscat","2020-12-09",3048
"..","..","#muscat","2021-04-21",3123
"..","..","#muscat","2021-07-09",3135
"..","..","#muscat","2021-07-13",3135
"..","..","#n'djamena","2020-12-08",10
"..","..","#n'djamena","2021-04-21",11
"..","..","#nagoya","2020-10-28",32
"..","..","#nagoya","2020-12-08",34
"..","..","#nagoya","2021-04-21",36
"..","..","#nagpur","2020-10-28",710
"..","..","#nagpur","2020-12-08",734
"..","..","#nagpur","2021-04-21",842
"..","..","#nairobi","2020-10-14",8261
"..","..","#nairobi","2020-12-09",8268
"..","..","#nairobi","2021-04-21",8275
"..","..","#nanjing","2020-10-28",84
"..","..","#nanjing","2020-12-08",85
"..","..","#nanjing","2021-04-21",89
"..","..","#nantes","2020-10-17",7602
"..","..","#nantes","2020-10-28",7620
"..","..","#nantes","2020-12-07",7674
"..","..","#nantes","2021-04-21",7810
"..","..","#naples","2020-10-28",197
"..","..","#naples","2020-12-07",200
"..","..","#naples","2021-04-21",211
"..","..","#napoli","2020-12-08",571
"..","..","#napoli","2021-04-21",600
"..","..","#nashville","2020-12-06",2582
"..","..","#nashville","2021-04-21",2634
"..","..","#navarre","2020-10-28",7
"..","..","#navarre","2020-12-07",10
"..","..","#navarre","2021-04-21",11
"..","..","#nebraska","2020-12-06",237
"..","..","#nebraska","2021-04-21",255
"..","..","#nevada","2020-12-06",388
"..","..","#nevada","2021-04-21",411
"..","..","#new taipei city","2020-10-28",0
"..","..","#new taipei city","2020-12-08",0
"..","..","#new taipei city","2021-04-21",0
"..","..","#newark","2020-12-07",135
"..","..","#newark","2021-04-21",142
"..","..","#newbrunswick","2020-10-15",265
"..","..","#newcastle","2020-12-09",775
"..","..","#newcastle","2021-04-21",799
"..","..","#newhampshire","2020-12-06",180
"..","..","#newhampshire","2021-04-21",191
"..","..","#newjersey","2020-10-15",1670
"..","..","#newjersey","2020-12-06",1695
"..","..","#newjersey","2021-04-21",1754
"..","..","#newmexico","2020-10-15",384
"..","..","#newmexico","2020-12-06",401
"..","..","#newmexico","2021-04-21",432
"..","..","#neworleans","2020-12-06",463
"..","..","#neworleans","2021-04-21",489
"..","..","#newyork","2020-10-14",6766
"..","..","#newyork","2020-10-15",6767
"..","..","#newyork","2020-12-06",6852
"..","..","#newyork","2021-01-17",6918
"..","..","#newyork","2021-04-21",7053
"..","..","#newyork","2021-07-13",7155
"..","..","#newzealand","2020-10-14",406282
"..","..","#niamey","2020-12-08",91
"..","..","#niamey","2021-04-21",94
"..","..","#nice","2020-10-28",1102
"..","..","#nice","2020-12-07",1127
"..","..","#nice","2021-04-21",1188
"..","..","#nicosia","2020-12-09",78
"..","..","#nicosia","2021-04-21",82
"..","..","#normandy","2020-10-28",65
"..","..","#normandy","2020-12-07",66
"..","..","#normandy","2021-04-21",69
"..","..","#northcarolina","2020-12-06",659
"..","..","#northcarolina","2021-04-21",712
"..","..","#northdakota","2020-12-06",176
"..","..","#northdakota","2021-04-21",200
"..","..","#nouakchott","2020-12-09",24
"..","..","#nouakchott","2021-04-21",31
"..","..","#novascotia","2020-10-15",544
"..","..","#nuremberg","2020-10-28",69
"..","..","#nuremberg","2020-12-07",69
"..","..","#nuremberg","2021-04-21",77
"..","..","#nuuk","2020-12-08",12
"..","..","#nuuk","2021-04-21",13
"..","..","#oakland","2020-12-06",178
"..","..","#oakland","2021-04-21",193
"..","..","#odense","2020-12-09",121
"..","..","#odense","2021-04-21",130
"..","..","#odessa","2020-12-09",5
"..","..","#odessa","2021-04-21",334
"..","..","#ohio","2020-12-06",991
"..","..","#ohio","2021-04-21",1017
"..","..","#oklahoma","2020-12-06",639
"..","..","#oklahoma","2021-04-21",674
"..","..","#oklahoma city","2020-12-06",176
"..","..","#oklahoma city","2021-04-21",187
"..","..","#omaha","2020-12-06",411
"..","..","#omaha","2021-04-21",413
"..","..","#oman","2020-10-18",13833
"..","..","#oman","2021-07-09",15163
"..","..","#oman","2021-07-13",15170
"..","..","#oran","2020-10-18",670
"..","..","#oregon","2020-12-06",589
"..","..","#oregon","2021-04-21",610
"..","..","#orlando","2020-12-07",2200
"..","..","#orlando","2021-04-21",2239
"..","..","#osaka","2020-10-28",166
"..","..","#osaka","2020-12-08",169
"..","..","#osaka","2021-04-21",180
"..","..","#oslo","2020-10-17",511
"..","..","#oslo","2021-07-14",554
"..","..","#ottawa","2020-12-08",5018
"..","..","#ottawa","2021-04-21",5051
"..","..","#oulu","2020-12-09",231
"..","..","#oulu","2021-04-21",240
"..","..","#oxford","2020-12-09",771
"..","..","#oxford","2021-04-21",833
"..","..","#palermo","2020-10-28",211
"..","..","#palermo","2020-12-07",217
"..","..","#palermo","2021-04-21",234
"..","..","#panama","2020-10-17",4040
"..","..","#panama city","2020-12-08",350
"..","..","#panama city","2021-04-21",372
"..","..","#paraguay","2020-10-18",4386
"..","..","#paris","2020-10-14",28688
"..","..","#paris","2020-10-28",29071
"..","..","#paris","2020-12-07",29663
"..","..","#paris","2021-04-21",31766
"..","..","#pennsylvania","2020-12-06",439
"..","..","#pennsylvania","2021-04-21",471
"..","..","#perth","2020-12-09",4256
"..","..","#perth","2021-04-21",4276
"..","..","#peshawar","2020-10-28",349
"..","..","#peshawar","2020-12-08",361
"..","..","#peshawar","2021-04-21",377
"..","..","#philadelphia","2020-12-06",3577
"..","..","#philadelphia","2021-04-21",3605
"..","..","#phnom penh","2020-10-28",297
"..","..","#phnom penh","2020-12-08",299
"..","..","#phnom penh","2021-04-21",304
"..","..","#phoenix","2020-12-06",1665
"..","..","#phoenix","2021-04-21",1725
"..","..","#pisa","2020-12-09",208
"..","..","#pisa","2021-04-21",225
"..","..","#pittsburgh","2020-12-07",3353
"..","..","#pittsburgh","2021-04-21",3384
"..","..","#plovdiv","2020-10-28",85
"..","..","#plovdiv","2020-12-07",86
"..","..","#plovdiv","2021-04-21",90
"..","..","#plymouth","2020-12-09",338
"..","..","#plymouth","2021-04-21",366
"..","..","#podgorica","2020-12-09",39
"..","..","#podgorica","2021-04-21",45
"..","..","#port-au-prince","2020-12-08",7
"..","..","#port-au-prince","2021-04-21",7
"..","..","#port elizabeth","2020-12-09",98
"..","..","#port elizabeth","2021-04-21",103
"..","..","#port moresby","2020-12-09",277
"..","..","#port moresby","2021-04-21",275
"..","..","#portharcourt","2020-10-18",482
"..","..","#portland","2020-12-06",623
"..","..","#portland","2021-04-21",639
"..","..","#porto","2020-12-09",5225
"..","..","#porto","2021-04-21",5248
"..","..","#porto alegre","2020-12-08",1964
"..","..","#porto alegre","2021-04-21",1990
"..","..","#poznaÂÑ","2020-10-28",126
"..","..","#poznaÂÑ","2020-12-07",217
"..","..","#poznaÂÑ","2021-04-21",223
"..","..","#prague","2020-10-28",703
"..","..","#prague","2020-12-07",710
"..","..","#prague","2021-04-21",733
"..","..","#pretoria","2020-12-09",116
"..","..","#pretoria","2021-04-21",120
"..","..","#puglia","2020-10-28",428
"..","..","#puglia","2020-12-07",441
"..","..","#puglia","2021-04-21",504
"..","..","#pune","2020-10-28",40915
"..","..","#pune","2020-12-08",44491
"..","..","#pune","2021-04-21",64770
"..","..","#pyongyang","2020-10-28",4
"..","..","#pyongyang","2020-12-08",4
"..","..","#pyongyang","2021-04-21",4
"..","..","#qatar","2020-10-18",28864
"..","..","#qatar","2021-01-16",35268
"..","..","#qatar","2021-07-09",47583
"..","..","#qatar","2021-07-13",47626
"..","..","#quanzhou","2020-10-28",1
"..","..","#quanzhou","2020-12-08",1
"..","..","#quanzhou","2021-04-21",1
"..","..","#quebec","2020-12-08",3151
"..","..","#quebec","2021-04-21",3288
"..","..","#quezon city","2020-10-28",46
"..","..","#quezon city","2020-12-08",47
"..","..","#quezon city","2021-04-21",47
"..","..","#quito","2020-12-08",9956
"..","..","#quito","2021-04-21",10089
"..","..","#rabat","2020-10-17",12970
"..","..","#rabat","2020-12-08",12976
"..","..","#rabat","2021-04-21",13039
"..","..","#raleigh","2020-12-06",604
"..","..","#raleigh","2021-04-21",626
"..","..","#rawalpindi","2020-10-28",332
"..","..","#rawalpindi","2020-12-08",341
"..","..","#rawalpindi","2021-04-21",365
"..","..","#recife","2020-12-08",654
"..","..","#recife","2021-04-21",684
"..","..","#rennes","2020-12-09",4880
"..","..","#rennes","2021-04-21",4975
"..","..","#reykjavik","2020-12-09",50
"..","..","#reykjavik","2021-04-21",51
"..","..","#rhodeisland","2020-12-06",219
"..","..","#rhodeisland","2021-04-21",234
"..","..","#riga","2020-10-15",122
"..","..","#riga","2020-10-28",122
"..","..","#riga","2020-12-07",125
"..","..","#riga","2021-04-21",131
"..","..","#rio de janeiro","2020-12-08",3786
"..","..","#rio de janeiro","2021-04-21",3903
"..","..","#riyadh","2020-10-17",14643
"..","..","#riyadh","2020-10-18",14651
"..","..","#riyadh","2020-10-28",14680
"..","..","#riyadh","2020-12-08",14784
"..","..","#riyadh","2021-04-21",15122
"..","..","#riyadh","2021-07-14",15288
"..","..","#roma","2020-10-14",3949
"..","..","#roma","2020-12-08",3959
"..","..","#roma","2021-04-21",4012
"..","..","#roma","2021-07-14",4048
"..","..","#rome","2020-10-14",347
"..","..","#rome","2020-10-28",351
"..","..","#rome","2020-12-07",357
"..","..","#rome","2021-04-21",406
"..","..","#rosario","2020-12-08",4072
"..","..","#rosario","2021-04-21",4170
"..","..","#rotterdam","2020-10-28",3132
"..","..","#rotterdam","2020-12-07",3174
"..","..","#rotterdam","2021-04-21",3241
"..","..","#sacramento","2020-12-06",586
"..","..","#sacramento","2021-04-21",610
"..","..","#salamanca","2020-12-09",195
"..","..","#salamanca","2021-04-21",219
"..","..","#salzburg","2020-10-28",88
"..","..","#salzburg","2020-12-07",90
"..","..","#salzburg","2021-04-21",102
"..","..","#san jose","2020-12-08",346
"..","..","#san jose","2021-04-21",371
"..","..","#san juan","2020-12-08",374
"..","..","#san juan","2021-04-21",442
"..","..","#san marino","2020-12-09",68
"..","..","#san marino","2021-04-21",72
"..","..","#san salvador","2020-12-08",104
"..","..","#san salvador","2021-04-21",105
"..","..","#sana'a","2020-12-09",10
"..","..","#sana'a","2021-04-21",12
"..","..","#sanantonio","2020-12-06",1997
"..","..","#sanantonio","2021-04-21",2052
"..","..","#sandiego","2020-12-06",3661
"..","..","#sandiego","2021-01-17",3681
"..","..","#sandiego","2021-04-21",3710
"..","..","#sanfrancisco","2020-12-06",3041
"..","..","#sanfrancisco","2021-04-21",3111
"..","..","#sanjose","2020-12-06",346
"..","..","#sanjose","2021-04-21",371
"..","..","#santiago","2020-12-08",11715
"..","..","#santiago","2021-04-21",11702
"..","..","#santo domingo","2020-12-08",2666
"..","..","#santo domingo","2021-04-21",2691
"..","..","#sao luis","2020-12-08",164
"..","..","#sao luis","2021-04-21",180
"..","..","#sao paulo","2020-12-08",1016
"..","..","#sao paulo","2021-04-21",1150
"..","..","#sapporo","2020-10-28",12
"..","..","#sapporo","2020-12-08",13
"..","..","#sapporo","2021-04-21",15
"..","..","#sarajevo","2020-12-09",147
"..","..","#sarajevo","2021-04-21",157
"..","..","#sardinia","2020-10-28",92
"..","..","#sardinia","2020-12-07",94
"..","..","#sardinia","2021-04-21",117
"..","..","#seattle","2020-10-15",5832
"..","..","#seattle","2020-12-06",5840
"..","..","#seattle","2021-01-17",5859
"..","..","#seattle","2021-04-21",5893
"..","..","#seoul","2020-10-28",773
"..","..","#seoul","2020-12-08",779
"..","..","#seoul","2021-04-21",804
"..","..","#sevilla","2020-10-18",2759
"..","..","#seville","2020-10-28",49
"..","..","#seville","2020-12-07",54
"..","..","#seville","2021-04-21",57
"..","..","#shanghai","2020-10-28",6307
"..","..","#shanghai","2020-12-08",6340
"..","..","#shanghai","2021-04-21",6464
"..","..","#shantou","2020-10-28",4
"..","..","#shantou","2020-12-08",4
"..","..","#shantou","2021-04-21",5
"..","..","#sharjah","2020-10-18",12940
"..","..","#sharjah","2021-07-14",13428
"..","..","#shenyang","2020-10-28",4
"..","..","#shenyang","2020-12-08",4
"..","..","#shenyang","2021-04-21",4
"..","..","#shenzhen","2020-10-28",873
"..","..","#shenzhen","2020-12-08",893
"..","..","#shenzhen","2021-04-21",936
"..","..","#sicilia","2020-12-07",402
"..","..","#sicilia","2021-04-21",466
"..","..","#sicily","2020-10-28",194
"..","..","#sicily","2020-12-07",196
"..","..","#sicily","2021-04-21",225
"..","..","#silesian","2020-10-28",0
"..","..","#singapore","2020-10-16",28614
"..","..","#singapore","2020-10-28",28811
"..","..","#singapore","2020-12-08",29574
"..","..","#singapore","2021-04-21",33100
"..","..","#sofia","2020-10-28",635
"..","..","#sofia","2020-12-07",635
"..","..","#sofia","2021-04-21",662
"..","..","#southampton","2020-12-09",346
"..","..","#southampton","2021-04-21",372
"..","..","#southcarolina","2020-12-06",412
"..","..","#southcarolina","2021-04-21",437
"..","..","#southdakota","2020-12-06",143
"..","..","#southdakota","2021-04-21",158
"..","..","#spain","2020-10-16",5061
"..","..","#st petersburg","2020-12-09",121
"..","..","#st petersburg","2021-04-21",129
"..","..","#stavanger","2020-12-09",121
"..","..","#stavanger","2021-04-21",133
"..","..","#stlouis","2020-12-07",550
"..","..","#stlouis","2021-01-17",564
"..","..","#stlouis","2021-04-21",582
"..","..","#stockholm","2020-10-14",997
"..","..","#stockholm","2020-10-28",1001
"..","..","#stockholm","2020-12-07",1022
"..","..","#stockholm","2021-04-21",1074
"..","..","#stuttgart","2020-10-28",342
"..","..","#stuttgart","2020-12-07",354
"..","..","#stuttgart","2021-04-21",408
"..","..","#styria","2020-10-28",7
"..","..","#styria","2020-12-07",7
"..","..","#styria","2021-04-21",8
"..","..","#surabaya","2020-10-28",549
"..","..","#surabaya","2020-12-08",555
"..","..","#surabaya","2021-04-21",592
"..","..","#surat","2020-10-28",761
"..","..","#surat","2020-12-08",788
"..","..","#surat","2021-04-21",865
"..","..","#suzhou","2020-10-28",79
"..","..","#suzhou","2020-12-08",79
"..","..","#suzhou","2021-04-21",91
"..","..","#sydney","2020-12-09",397531
"..","..","#sydney","2021-04-21",396573
"..","..","#szczecin","2020-10-28",152
"..","..","#szczecin","2020-12-07",155
"..","..","#szczecin","2021-04-21",167
"..","..","#taichung","2020-10-28",28
"..","..","#taichung","2020-12-08",32
"..","..","#taichung","2021-04-21",34
"..","..","#tainan","2020-10-28",3
"..","..","#tainan","2020-12-08",3
"..","..","#tainan","2021-04-21",3
"..","..","#taipei","2020-10-28",276
"..","..","#taipei","2020-12-08",283
"..","..","#taipei","2021-04-21",294
"..","..","#tallinn","2020-10-28",136
"..","..","#tallinn","2020-12-07",141
"..","..","#tallinn","2021-04-21",151
"..","..","#tampa","2020-12-06",1636
"..","..","#tampa","2021-04-21",1676
"..","..","#tampere","2020-12-09",292
"..","..","#tampere","2021-04-21",306
"..","..","#taoyuan","2020-10-28",3
"..","..","#taoyuan","2020-12-08",3
"..","..","#taoyuan","2021-04-21",3
"..","..","#tashkent","2020-12-09",304
"..","..","#tashkent","2021-04-21",314
"..","..","#tbilisi","2020-12-09",375
"..","..","#tbilisi","2021-04-21",379
"..","..","#tegucigalpa","2020-12-08",332
"..","..","#tegucigalpa","2021-04-21",347
"..","..","#tehran","2020-10-28",241
"..","..","#tehran","2020-12-08",251
"..","..","#tehran","2021-04-21",264
"..","..","#telaviv","2020-10-18",518
"..","..","#tennessee","2020-12-06",420
"..","..","#tennessee","2021-04-21",448
"..","..","#texas","2020-10-16",13016
"..","..","#texas","2020-12-06",13062
"..","..","#texas","2021-04-21",13237
"..","..","#texas","2021-07-13",13306
"..","..","#thessaloniki","2020-10-28",219
"..","..","#thessaloniki","2020-12-07",223
"..","..","#thessaloniki","2021-04-21",242
"..","..","#tianjin","2020-10-28",68
"..","..","#tianjin","2020-12-08",69
"..","..","#tianjin","2021-04-21",74
"..","..","#timiËôoara","2020-10-28",5
"..","..","#timiËôoara","2020-12-07",346
"..","..","#timiËôoara","2021-04-21",353
"..","..","#tirana","2020-12-09",347
"..","..","#tirana","2021-04-21",352
"..","..","#tokyo","2020-10-15",2548
"..","..","#tokyo","2020-10-28",2555
"..","..","#tokyo","2020-12-08",2572
"..","..","#tokyo","2021-04-21",2634
"..","..","#toledo","2020-12-09",146
"..","..","#toledo","2021-04-21",161
"..","..","#torino","2020-10-17",1378
"..","..","#torino","2020-12-08",1395
"..","..","#torino","2021-04-21",1441
"..","..","#toronto","2020-10-15",21685
"..","..","#toronto","2020-12-08",21735
"..","..","#toronto","2021-04-21",21826
"..","..","#toscana","2020-10-28",231
"..","..","#toscana","2020-12-07",245
"..","..","#toscana","2021-04-21",297
"..","..","#toulouse","2020-10-28",11127
"..","..","#toulouse","2020-12-07",11159
"..","..","#toulouse","2021-04-21",11368
"..","..","#tours","2020-12-09",1006
"..","..","#tours","2021-04-21",1066
"..","..","#trieste","2020-12-09",158
"..","..","#trieste","2021-04-21",175
"..","..","#tripoli","2020-12-08",333
"..","..","#tripoli","2021-04-21",351
"..","..","#tromso","2020-12-09",4
"..","..","#tromso","2021-04-21",4
"..","..","#trondheim","2020-12-09",71
"..","..","#trondheim","2021-04-21",73
"..","..","#tucson","2020-12-06",487
"..","..","#tucson","2021-04-21",499
"..","..","#tulsa","2020-12-06",400
"..","..","#tulsa","2021-04-21",416
"..","..","#tunis","2020-10-17",6084
"..","..","#tunis","2020-12-08",6086
"..","..","#tunis","2021-01-16",6093
"..","..","#tunis","2021-04-21",6097
"..","..","#tunis","2021-07-09",6095
"..","..","#turin","2020-10-28",87
"..","..","#turin","2020-12-07",89
"..","..","#turin","2021-04-21",96
"..","..","#turku","2020-12-09",106
"..","..","#turku","2021-04-21",112
"..","..","#tyrol","2020-10-28",8
"..","..","#tyrol","2020-12-07",9
"..","..","#tyrol","2021-04-21",11
"..","..","#uae","2021-07-13",126962
