"Company","Date","Followers"
"HelloFreshGO",2020-12-27,5450
"HelloFreshGO",2021-02-19,6190
"HelloFreshGO",2021-03-26,6693
"Hertie School Data Science Society",2021-03-28,20
"Hertie School Data Science Society",2021-03-31,21
"Hertie School Data Science Society",2021-04-06,21
"Hertie School Data Science Society",2021-04-10,21
"Hertie School Data Science Society",2021-04-15,21
"Hertie School Data Science Society",2021-04-20,21
"Hertie School Data Science Society",2021-04-24,21
"Hertie School Data Science Society",2021-04-28,21
"Hertie School Data Science Society",2021-05-07,23
"Hertie School Data Science Society",2021-05-10,23
"Hertie School Data Science Society",2021-05-14,23
"Hertie School Data Science Society",2021-05-21,24
"Hertie School Data Science Society",2021-05-26,24
"Hertie School Data Science Society",2021-05-31,24
"Hertie School Data Science Society",2021-06-06,24
"Hertie School Data Science Society",2021-06-09,24
"Hertie School Data Science Society",2021-06-16,25
"Hertie School Data Science Society",2021-06-21,26
"Hertie School Data Science Society",2021-06-29,26
"Hertie School Data Science Society",2021-07-04,26
"Hertie School Data Science Society",2021-07-09,29
"Hertie School Data Science Society",2021-07-14,29
"Hertie School Data Science Society",2021-07-22,29
"Hertie School Data Science Society",2021-08-14,34
"Hertie School Data Science Society",2021-08-26,36
"Hertie School Data Science Society",2021-09-02,38
"Hertie School Data Science Society",2021-09-09,39
"Hertie School Data Science Society",2021-09-16,40
"Hertie School Data Science Society",2021-10-17,41
"Hertie School Data Science Society",2021-10-29,42
"Hertie School Data Science Society",2021-11-20,44
"Hertie School Data Science Society",2021-12-03,47
"Hertie School Data Science Society",2021-12-14,48
"Hertie School Data Science Society",2021-12-20,48
"Hertie School Data Science Society",2021-12-31,49
"Hiflylabs",2020-10-28,610
"Hiflylabs",2020-11-07,615
"Hiflylabs",2020-11-21,623
"Hiflylabs",2020-11-30,625
"Hiflylabs",2020-12-08,632
"Hitachi",2020-11-02,437235
"Hitachi",2020-11-07,438530
"Hitachi",2020-11-12,439582
"Hitachi",2020-11-21,441113
"Hitachi",2020-11-30,442861
"Hitachi",2020-12-08,444946
"Hitachi",2020-12-15,446175
"Hitachi",2020-12-27,448227
"Honeycomb.ai",2020-12-27,299
"Honeycomb.ai",2021-01-19,298
"Hong Kong Data Science Society",2021-03-28,189
"Hong Kong Data Science Society",2021-03-31,189
"Hong Kong Data Science Society",2021-04-06,192
"Hong Kong Data Science Society",2021-04-10,193
"Hong Kong Data Science Society",2021-04-15,197
"Hong Kong Data Science Society",2021-04-20,197
"Hong Kong Data Science Society",2021-04-24,200
"Hong Kong Data Science Society",2021-04-28,202
"Hong Kong Data Science Society",2021-05-07,203
"Hong Kong Data Science Society",2021-05-10,204
"Hong Kong Data Science Society",2021-05-14,206
"Hong Kong Data Science Society",2021-05-21,206
"Hong Kong Data Science Society",2021-05-26,207
"Hong Kong Data Science Society",2021-05-31,207
"Hong Kong Data Science Society",2021-06-06,207
"Hong Kong Data Science Society",2021-06-09,208
"Hong Kong Data Science Society",2021-06-16,208
"Hong Kong Data Science Society",2021-06-21,209
"Hong Kong Data Science Society",2021-06-29,210
"Hong Kong Data Science Society",2021-07-04,210
"Hong Kong Data Science Society",2021-07-09,210
"Hong Kong Data Science Society",2021-07-14,211
"Hong Kong Data Science Society",2021-07-22,213
"Hong Kong Data Science Society",2021-08-14,215
"Hong Kong Data Science Society",2021-08-26,215
"Hong Kong Data Science Society",2021-09-02,217
