"Name","Date","Likes","Followers"
"Verona Murphy",2021-05-22,13590,14267
"Verona Murphy",2021-05-31,13654,14337
"Verona Murphy",2021-06-04,13666,14350
"Verona Murphy",2021-06-10,13676,14364
"Verona Murphy",2021-06-21,13719,14411
"Verona Murphy",2021-06-29,13784,14482
"Verona Murphy",2021-07-01,13857,14559
"Verona Murphy",2021-07-16,13935,14643
"Verona Murphy",2021-07-18,13960,14669
"Verona Murphy",2021-08-17,14063,14793
"Verona Murphy",2021-08-24,14087,14826
"Victor Boyhan",2021-05-17,0,0
"Victor Boyhan",2021-06-10,0,0
"Victor Boyhan",2021-07-01,0,0
"Victor Boyhan",2021-07-18,0,0
"Victor Boyhan",2021-08-17,0,0
"Vincent P. Martin",2021-05-16,823,906
"Vincent P. Martin",2021-06-11,830,915
"Vincent P. Martin",2021-07-07,835,921
"Vincent P. Martin",2021-08-15,838,925
"Violet-Anne Wynne",2021-05-13,3072,3224
"Violet-Anne Wynne",2021-06-05,3083,3236
"Violet-Anne Wynne",2021-06-29,3085,3247
"Violet-Anne Wynne",2021-07-18,3096,3258
"Violet-Anne Wynne",2021-08-16,3096,3254
"Waterford Social Democrats",2021-05-16,1,311
"Waterford Social Democrats",2021-06-11,309,320
"Waterford Social Democrats",2021-07-07,312,323
"Waterford Social Democrats",2021-08-15,323,334
"Willie O'Dea",2021-05-13,6094,6311
"Willie O'Dea",2021-05-22,6101,6320
"Willie O'Dea",2021-06-11,6108,6326
"Willie O'Dea",2021-07-07,6128,6344
"Willie O'Dea",2021-08-15,6152,6369
"Workers Party",2021-05-13,9105,9417
"Workers Party",2021-06-05,9108,9415
"Workers Party",2021-06-29,9111,9418
"Workers Party",2021-07-18,9120,9427
"Workers Party",2021-08-16,9118,9428
"Workers Solidarity Movement (Ireland)",2021-06-05,63606,63742
"Workers Solidarity Movement (Ireland)",2021-06-29,63491,63636
"Workers Solidarity Movement (Ireland)",2021-07-22,63436,63592
"Workers Solidarity Movement (Ireland)",2021-08-26,63322,63510
"Yellow Vest Balbriggan",2021-05-09,NA,NA
"Yellow Vest Balbriggan",2021-06-15,NA,NA
"Yellow Vest Balbriggan",2021-07-03,NA,NA
"Yellow Vest Balbriggan",2021-07-19,NA,NA
"Yellow Vest Balbriggan",2021-08-16,NA,NA
"Yellow Vest Ireland",2021-05-10,54292,61270
"Yellow Vest Ireland",2021-05-15,54353,61342
"Yellow Vest Ireland",2021-05-28,54507,61499
"Yellow Vest Ireland",2021-05-31,54156,61507
"Yellow Vest Ireland",2021-06-11,54566,61579
"Yellow Vest Ireland",2021-06-16,54603,61611
"Yellow Vest Ireland",2021-07-16,55769,63517
"Yellow Vest Ireland",2021-08-17,58686,67015
"Yellow Vest Ireland",2021-08-26,59224,67620
"Yellow Vest Ireland Antrim",2021-05-16,561,572
"Yellow Vest Ireland Antrim",2021-06-11,568,579
"Yellow Vest Ireland Antrim",2021-07-07,568,578
"Yellow Vest Ireland Antrim",2021-07-18,569,579
"Yellow Vest Ireland Antrim",2021-08-16,570,579
"Yellow Vest Ireland Armagh",2021-05-16,689,700
"Yellow Vest Ireland Armagh",2021-06-06,684,694
"Yellow Vest Ireland Armagh",2021-06-12,683,693
"Yellow Vest Ireland Armagh",2021-07-16,678,688
"Yellow Vest Ireland Armagh",2021-08-17,675,683
"Yellow Vest Ireland Carlow",2021-05-13,1744,1838
"Yellow Vest Ireland Carlow",2021-06-05,1798,1894
"Yellow Vest Ireland Carlow",2021-06-12,1797,1893
"Yellow Vest Ireland Carlow",2021-07-16,1829,1928
"Yellow Vest Ireland Carlow",2021-08-17,1858,1957
"Yellow Vest Ireland Cavan",2021-05-08,1014,1052
"Yellow Vest Ireland Cavan",2021-05-10,1014,1052
"Yellow Vest Ireland Cavan",2021-06-05,1050,1087
"Yellow Vest Ireland Cavan",2021-06-22,1051,1088
"Yellow Vest Ireland Cavan",2021-07-19,1059,1097
"Yellow Vest Ireland Cavan",2021-08-24,1059,1097
"Yellow Vest Ireland Clare",2021-05-13,896,936
"Yellow Vest Ireland Clare",2021-06-05,901,938
"Yellow Vest Ireland Clare",2021-06-22,903,940
"Yellow Vest Ireland Clare",2021-07-18,924,960
"Yellow Vest Ireland Clare",2021-08-16,929,966
"Yellow Vest Ireland Coolock",2021-05-16,732,761
"Yellow Vest Ireland Coolock",2021-06-11,737,768
"Yellow Vest Ireland Coolock",2021-07-07,738,770
"Yellow Vest Ireland Coolock",2021-08-15,758,793
"Yellow Vest Ireland Cork",2021-05-13,1350,1430
"Yellow Vest Ireland Cork",2021-06-05,1345,1423
"Yellow Vest Ireland Cork",2021-06-12,NA,NA
"Yellow Vest Ireland Cork",2021-07-16,1345,1421
"Yellow Vest Ireland Cork",2021-08-17,1382,1459
"Yellow Vest Ireland Derry",2021-05-13,712,735
"Yellow Vest Ireland Derry",2021-06-05,714,738
"Yellow Vest Ireland Derry",2021-06-11,714,738
"Yellow Vest Ireland Derry",2021-07-02,717,741
"Yellow Vest Ireland Derry",2021-07-07,717,741
"Yellow Vest Ireland Derry",2021-07-18,715,739
"Yellow Vest Ireland Derry",2021-08-16,728,751
"Yellow Vest Ireland Derry",2021-08-31,727,750
"Yellow Vest Ireland Donegal",2021-05-13,308,323
"Yellow Vest Ireland Donegal",2021-06-05,307,321
"Yellow Vest Ireland Donegal",2021-06-22,308,322
"Yellow Vest Ireland Donegal",2021-07-18,310,324
"Yellow Vest Ireland Donegal",2021-08-16,313,327
"Yellow Vest Ireland Down",2021-05-16,498,510
"Yellow Vest Ireland Down",2021-06-06,494,506
"Yellow Vest Ireland Down",2021-06-22,493,505
"Yellow Vest Ireland Down",2021-07-18,491,503
"Yellow Vest Ireland Down",2021-08-16,497,508
"Yellow Vest Ireland Dublin",2021-05-11,5534,5880
"Yellow Vest Ireland Dublin",2021-06-07,5565,5908
"Yellow Vest Ireland Dublin",2021-06-11,5561,5904
"Yellow Vest Ireland Dublin",2021-06-22,5595,5936
"Yellow Vest Ireland Dublin",2021-07-18,5925,6426
"Yellow Vest Ireland Dublin",2021-08-16,6420,7197
"Yellow Vest Ireland Dublin",2021-08-26,6459,7232
"Yellow Vest Ireland Fermanagh",2021-08-16,524,531
"Yellow Vest Ireland Galway",2021-05-13,2951,3245
"Yellow Vest Ireland Galway",2021-06-05,2951,3241
"Yellow Vest Ireland Galway",2021-06-11,2954,3244
"Yellow Vest Ireland Galway",2021-07-02,2953,3241
"Yellow Vest Ireland Galway",2021-08-14,2990,3286
"Yellow Vest Ireland Kerry",2021-05-16,897,926
"Yellow Vest Ireland Kerry",2021-06-11,898,927
"Yellow Vest Ireland Kerry",2021-07-02,901,929
"Yellow Vest Ireland Kerry",2021-07-07,901,929
"Yellow Vest Ireland Kerry",2021-07-18,901,929
"Yellow Vest Ireland Kerry",2021-08-16,906,934
"Yellow Vest Ireland Kildare",2021-07-18,741,771
"Yellow Vest Ireland Kildare",2021-08-16,750,780
"Yellow Vest Ireland Kilkenny",2021-05-11,1422,1519
"Yellow Vest Ireland Kilkenny",2021-06-07,1453,1550
"Yellow Vest Ireland Kilkenny",2021-06-11,1453,1550
"Yellow Vest Ireland Kilkenny",2021-07-02,1503,1600
"Yellow Vest Ireland Kilkenny",2021-08-14,1555,1656
"Yellow Vest Ireland Laois",2021-05-10,593,605
"Yellow Vest Ireland Laois",2021-06-05,590,601
"Yellow Vest Ireland Laois",2021-06-11,589,600
"Yellow Vest Ireland Laois",2021-07-02,587,597
"Yellow Vest Ireland Laois",2021-07-07,588,599
"Yellow Vest Ireland Laois",2021-07-18,585,596
"Yellow Vest Ireland Laois",2021-08-16,583,593
"Yellow Vest Ireland Leitrim",2021-05-13,874,918
"Yellow Vest Ireland Leitrim",2021-06-05,881,925
"Yellow Vest Ireland Leitrim",2021-06-29,884,926
"Yellow Vest Ireland Leitrim",2021-07-18,880,924
"Yellow Vest Ireland Leitrim",2021-08-16,874,917
"Yellow Vest Ireland Limerick",2021-05-13,1013,1053
"Yellow Vest Ireland Limerick",2021-06-07,1040,1081
"Yellow Vest Ireland Limerick",2021-06-11,1038,1079
"Yellow Vest Ireland Limerick",2021-07-02,1062,1105
"Yellow Vest Ireland Limerick",2021-08-14,1069,1116
"Yellow Vest Ireland Longford",2021-05-18,1239,1274
"Yellow Vest Ireland Longford",2021-06-11,1267,1302
"Yellow Vest Ireland Longford",2021-07-02,1267,1303
"Yellow Vest Ireland Longford",2021-07-18,1263,1300
"Yellow Vest Ireland Longford",2021-08-16,1299,1338
"Yellow Vest Ireland Louth",2021-05-10,1734,1792
"Yellow Vest Ireland Louth",2021-06-05,1748,1808
"Yellow Vest Ireland Louth",2021-06-29,1755,1814
"Yellow Vest Ireland Louth",2021-07-18,1765,1824
"Yellow Vest Ireland Louth",2021-08-16,1772,1836
"Yellow Vest Ireland Mayo",2021-05-13,2350,2469
"Yellow Vest Ireland Mayo",2021-06-06,2340,2458
"Yellow Vest Ireland Mayo",2021-06-12,2337,2455
"Yellow Vest Ireland Mayo",2021-07-16,2326,2442
"Yellow Vest Ireland Mayo",2021-07-18,2329,2445
"Yellow Vest Ireland Mayo",2021-08-16,2365,2484
"Yellow Vest Ireland Meath",2021-05-10,1181,1240
"Yellow Vest Ireland Meath",2021-06-05,1180,1240
"Yellow Vest Ireland Meath",2021-06-29,1180,1239
"Yellow Vest Ireland Meath",2021-07-18,1180,1239
"Yellow Vest Ireland Meath",2021-08-16,1192,1260
"Yellow Vest Ireland Monaghan",2021-05-10,1099,1148
"Yellow Vest Ireland Monaghan",2021-06-07,1107,1156
"Yellow Vest Ireland Monaghan",2021-07-01,1112,1159
"Yellow Vest Ireland Monaghan",2021-07-22,1125,1173
"Yellow Vest Ireland Monaghan",2021-08-26,1128,1181
"Yellow Vest Ireland Offaly",2021-05-18,297,309
"Yellow Vest Ireland Offaly",2021-06-11,320,331
"Yellow Vest Ireland Offaly",2021-07-02,329,340
"Yellow Vest Ireland Offaly",2021-07-18,344,355
"Yellow Vest Ireland Offaly",2021-08-16,392,402
"Yellow Vest Ireland Roscommon",2021-05-13,795,809
"Yellow Vest Ireland Roscommon",2021-06-06,798,813
"Yellow Vest Ireland Roscommon",2021-06-11,797,812
"Yellow Vest Ireland Roscommon",2021-07-02,804,819
"Yellow Vest Ireland Roscommon",2021-07-18,807,822
"Yellow Vest Ireland Roscommon",2021-08-16,825,842
"Yellow Vest Ireland Sligo",2021-05-13,905,957
"Yellow Vest Ireland Sligo",2021-06-07,915,967
"Yellow Vest Ireland Sligo",2021-07-01,922,973
"Yellow Vest Ireland Sligo",2021-07-18,957,1012
"Yellow Vest Ireland Sligo",2021-08-16,996,1053
"Yellow Vest Ireland Tipperary",2021-05-08,1067,1116
"Yellow Vest Ireland Tipperary",2021-05-31,1073,1120
"Yellow Vest Ireland Tipperary",2021-06-21,1091,1136
"Yellow Vest Ireland Tipperary",2021-07-16,1094,1140
"Yellow Vest Ireland Tipperary",2021-08-17,1090,1137
"Yellow Vest Ireland Tyrone",2021-05-16,547,556
"Yellow Vest Ireland Tyrone",2021-06-06,543,552
"Yellow Vest Ireland Tyrone",2021-06-11,542,551
"Yellow Vest Ireland Tyrone",2021-07-02,539,548
"Yellow Vest Ireland Tyrone",2021-08-14,536,544
"Yellow Vest Ireland Waterford",2021-05-11,940,982
"Yellow Vest Ireland Waterford",2021-06-07,948,989
"Yellow Vest Ireland Waterford",2021-07-01,965,1003
"Yellow Vest Ireland Waterford",2021-07-07,965,1003
"Yellow Vest Ireland Waterford",2021-08-17,969,1007
"Yellow Vest Ireland Westmeath",2021-05-12,3057,3179
"Yellow Vest Ireland Westmeath",2021-06-05,3122,3247
"Yellow Vest Ireland Westmeath",2021-06-11,3121,3247
"Yellow Vest Ireland Westmeath",2021-07-01,3125,3252
"Yellow Vest Ireland Westmeath",2021-07-22,3136,3263
"Yellow Vest Ireland Westmeath",2021-08-26,3133,3263
"Yellow Vest Ireland Westmeath",2021-08-31,3133,3263
"Yellow Vest Ireland Wexford",2021-05-13,3963,4494
"Yellow Vest Ireland Wexford",2021-06-07,3958,4489
"Yellow Vest Ireland Wexford",2021-06-11,3957,4486
"Yellow Vest Ireland Wexford",2021-07-02,3957,4486
"Yellow Vest Ireland Wexford",2021-07-18,4019,4559
"Yellow Vest Ireland Wexford",2021-08-16,4088,4641
"Yellow Vest Ireland Wicklow",2021-05-13,996,1075
"Yellow Vest Ireland Wicklow",2021-06-07,996,1073
"Yellow Vest Ireland Wicklow",2021-06-11,995,1072
"Yellow Vest Ireland Wicklow",2021-07-02,1026,1101
"Yellow Vest Ireland Wicklow",2021-08-14,1071,1155
"Young Fine Gael Dublin Central",2021-07-07,383,403
"Young Fine Gael Dublin Central",2021-08-17,382,404
