"Name","Date","Likes","Followers"
"Padraig O Ceidigh",2021-09-22,1320,1329
"Paschal Donohoe",2021-09-07,4907,5083
"Paschal Donohoe",2021-09-18,4921,5098
"Paschal Donohoe",2021-09-23,4923,5101
"Paschal Donohoe",2021-10-12,4953,5132
"Pat Buckley",2021-09-22,3533,3821
"Patricia Ryan",2021-09-07,2787,2928
"Patricia Ryan",2021-10-12,2834,2979
"Patrick Costello",2021-09-22,766,812
"Patrick O'Donovan",2021-09-29,5383,5737
"Paudie Coffey",2021-09-22,1469,1512
"Paul Coghlan",2021-09-20,0,0
"Paul Coghlan",2021-10-08,0,0
"Paul Daly",2021-09-22,1422,1532
"Paul Donnelly",2021-09-22,10464,10754
"Paul Gavan",2021-09-07,2944,3160
"Paul Gavan",2021-10-12,2997,3125
"Paul Kehoe",2021-09-22,7404,7526
"Paul McAuliffe",2021-09-18,8268,8502
"Paul McAuliffe",2021-10-15,8295,8531
"Paul Murphy",2021-09-20,46704,52397
"Paul Murphy",2021-10-15,46708,52438
"Pauline Tully",2021-09-22,2231,2348
"Peadar Toibin",2021-09-20,13547,14068
"Peadar Toibin",2021-10-15,13584,14119
"Pearse Doherty",2021-09-22,82347,89433
"Pearse Doherty",2021-10-08,82436,89547
"People Before Profit",2021-09-22,59636,63304
"Peter Burke",2021-09-18,4842,5154
"Peter Burke",2021-10-15,4856,5184
"Peter Fitzpatrick",2021-09-22,4823,4860
"Pippa Hackett",2021-09-20,1727,1894
"Pippa Hackett",2021-10-15,1744,1926
"Precious Life",2021-09-20,29882,30025
"Precious Life",2021-10-15,29887,30033
"Ray Butler",2021-09-22,3714,3724
"Reada Cronin",2021-09-18,2557,2710
"Reada Cronin",2021-09-23,2561,2715
"Reada Cronin",2021-10-12,2571,2726
"Reality Ireland",2021-09-29,6920,6983
"Rebecca Barrett",2021-09-18,564,584
"Rebecca Barrett",2021-10-15,563,583
"Rebecca Moynihan",2021-09-18,1106,1198
"Rebecca Moynihan",2021-10-15,1125,1223
"Rebel News",2021-09-20,NA,NA
"Rebel News",2021-10-15,NA,NA
"Rebel Politico",2021-09-20,NA,NA
"Rebel Politico",2021-10-15,NA,NA
"Rebel Telly",2021-09-22,40254,42519
"Redpill Eire",2021-09-20,2334,2442
"Redpill Eire",2021-10-01,2332,2440
"Regina Doherty",2021-09-18,9727,10034
"Regina Doherty",2021-10-15,9718,10022
"Renua Ireland",2021-09-22,10943,11039
"Richard Boyd Barrett",2021-09-20,24728,30396
"Richard Boyd Barrett",2021-10-15,24758,30440
"Richard Bruton",2021-09-22,4678,4898
"Richard O'Donoghue",2021-09-29,6504,7395
"Robbie Gallagher",2021-09-22,2725,2787
"Robert Dowds",2021-09-22,1468,1494
"Robert Troy",2021-09-07,5414,5865
"Robert Troy",2021-10-08,5432,5904
"Roderic O'Gorman",2021-09-20,3240,3485
"Roderic O'Gorman",2021-10-15,3294,3477
"Roisin Garvey",2021-09-22,1409,1500
"Roisin Shortall",2021-09-20,2883,3094
"Roisin Shortall",2021-10-15,2908,3125
"Ronan Mullen",2021-09-20,3815,3889
"Ronan Mullen",2021-10-15,3820,3892
"Rose Conway-Walsh",2021-09-18,11209,11789
"Ruairi O Murchu",2021-09-18,5452,5846
"Ruth Coppinger",2021-09-22,20624,20887
"Saoirse McHugh",2021-09-20,NA,NA
"Saoirse McHugh",2021-10-15,NA,NA
"Sarah Kiely",2021-09-24,2844,3085
"Save Kerry",2021-09-18,349,379
"Save Leitrim",2021-09-18,5393,5638
"Sean Canney",2021-09-18,4141,4325
"Sean Crowe",2021-09-22,4601,4637
"Sean Fleming",2021-09-22,4041,4187
"Sean Haughey",2021-09-22,5248,5382
"Sean Kelly",2021-09-22,6998,7244
"Sean Kyne",2021-09-22,2602,2813
"Sean O Fearghail",2021-09-22,4685,4849
"Sean Sherlock",2021-09-07,6703,7146
"Sean Sherlock",2021-10-08,6740,7207
"Sharon Benson",2021-09-22,NA,1445
"Sharon Benson",2021-10-15,NA,1446
"Simon Coveney",2021-09-07,14505,15479
"Simon Coveney",2021-10-08,14569,15556
"Simon Harris",2021-09-29,32956,36343
"Sinn Fein",2021-09-18,231665,267729
"Sinn Fein Dun Laoghaire",2021-09-07,1616,1647
"Sinn Fein Dun Laoghaire",2021-10-12,1624,1658
"SIPTU",2021-09-24,18545,19251
"Social Democrats",2021-09-20,10761,11005
"Social Democrats",2021-10-15,10754,10094
"Social Democrats Dublin Central",2021-09-20,502,514
"Social Democrats Dublin Central",2021-10-15,504,516
"Social Democrats Dublin Fingal",2021-09-07,525,545
"Social Democrats Dublin Fingal",2021-10-08,528,547
"Social Democrats Galway East",2021-09-07,363,377
"Social Democrats Galway East",2021-10-08,371,384
"Social Democrats Kerry",2021-09-18,654,662
"Social Democrats Limerick City",2021-09-20,512,526
"Social Democrats Limerick City",2021-10-15,511,524
"Social Democrats Louth",2021-09-07,305,315
"Social Democrats Louth",2021-10-12,309,319
"Social Democrats Meath East",2021-09-07,477,495
"Social Democrats Meath East",2021-10-12,483,499
"Socialist Party",2021-10-15,11409,11817
"Socialist Party Ireland",2021-09-22,11429,11829
"Socialist Voice",2021-09-22,1222,1333
"Sorca Clarke",2021-09-18,3916,4122
"Sovereign Ireland",2021-09-20,NA,NA
"Sovereign Ireland",2021-10-15,NA,NA
"Stephen Donnelly",2021-09-20,10743,11106
"Stephen Donnelly",2021-10-15,10766,11137
"Steven Matthews",2021-09-22,1604,1804
"STOP 5G GOREY",2021-09-20,NA,NA
"STOP 5G GOREY",2021-10-15,NA,NA
"Stop CETA Ireland",2021-09-20,502,512
"Stop CETA Ireland",2021-10-15,501,513
"Support to Dr Martin Feeley",2021-09-20,NA,NA
"Support to Dr Martin Feeley",2021-10-15,NA,NA
"Terry Leyden",2021-09-20,0,0
"Terry Leyden",2021-10-08,0,0
"The Beacon",2021-09-22,1507,1742
"The Irexiteer",2021-09-18,960,992
"TheLiberal.ie",2021-09-22,551477,573050
"Thomas Byrne",2021-09-22,4835,4976
"Thomas Gould",2021-09-22,6709,7130
"Thomas Pringle",2021-09-22,5908,6095
"Tim Lombard",2021-09-18,6509,6787
"Tir Na Saor - Land of the Free",2021-09-07,8565,8269
"Tir Na Saor - Land of the Free",2021-10-12,8554,8259
"Tom Healy Sinn Fein",2021-09-22,1300,1303
"Tracey O'Mahony",2021-09-22,11933,12665
"Trevor O Clochartaigh",2021-09-20,NA,NA
"Trevor O Clochartaigh",2021-10-15,NA,NA
"Verona Murphy",2021-09-07,14103,14853
"Verona Murphy",2021-09-18,14110,14870
"Verona Murphy",2021-09-23,14110,14872
"Verona Murphy",2021-09-29,14128,14893
"Verona Murphy",2021-10-01,14131,14897
"Verona Murphy",2021-10-08,14173,14947
"Victor Boyhan",2021-09-22,0,0
"Victor Boyhan",2021-10-08,0,0
"Vincent P. Martin",2021-09-18,838,925
"Violet-Anne Wynne",2021-09-20,3117,3276
"Waterford Social Democrats",2021-09-18,323,332
"Wicklow Greens",2021-10-08,172,201
"Willie O'Dea",2021-09-18,6155,6386
"Workers Party",2021-09-20,9117,9430
"Workers Solidarity Movement (Ireland)",2021-09-22,63242,63431
"Yellow Vest Balbriggan",2021-09-21,NA,NA
"Yellow Vest Balbriggan",2021-10-12,NA,NA
"Yellow Vest Ireland",2021-09-07,59623,68081
"Yellow Vest Ireland",2021-09-20,60026,68525
"Yellow Vest Ireland",2021-10-08,60195,68725
"Yellow Vest Ireland Antrim",2021-09-21,570,579
"Yellow Vest Ireland Antrim",2021-10-12,573,582
"Yellow Vest Ireland Armagh",2021-09-22,676,684
"Yellow Vest Ireland Carlow",2021-09-22,1859,1957
"Yellow Vest Ireland Cavan",2021-09-29,1065,1105
"Yellow Vest Ireland Cavan",2021-10-08,1063,1103
"Yellow Vest Ireland Clare",2021-09-21,933,970
"Yellow Vest Ireland Clare",2021-10-12,932,969
"Yellow Vest Ireland Coolock",2021-09-18,754,787
"Yellow Vest Ireland Cork",2021-09-22,1388,1462
"Yellow Vest Ireland Derry",2021-09-22,732,755
"Yellow Vest Ireland Derry",2021-10-08,741,764
"Yellow Vest Ireland Donegal",2021-09-21,314,328
"Yellow Vest Ireland Donegal",2021-10-12,313,327
"Yellow Vest Ireland Down",2021-09-21,504,515
"Yellow Vest Ireland Down",2021-10-08,507,518
"Yellow Vest Ireland Dublin",2021-09-21,6470,7252
"Yellow Vest Ireland Dublin",2021-10-12,6474,7319
"Yellow Vest Ireland Fermanagh",2021-09-21,523,530
"Yellow Vest Ireland Fermanagh",2021-10-12,NA,NA
"Yellow Vest Ireland Galway",2021-09-07,3015,3314
"Yellow Vest Ireland Galway",2021-09-20,3012,3311
"Yellow Vest Ireland Galway",2021-10-12,3005,3302
"Yellow Vest Ireland Kerry",2021-09-20,911,939
"Yellow Vest Ireland Kerry",2021-10-08,909,938
"Yellow Vest Ireland Kildare",2021-09-21,757,785
"Yellow Vest Ireland Kildare",2021-10-12,NA,NA
"Yellow Vest Ireland Kilkenny",2021-09-07,1562,1661
"Yellow Vest Ireland Kilkenny",2021-10-12,1578,1677
"Yellow Vest Ireland Laois",2021-09-21,589,599
"Yellow Vest Ireland Laois",2021-10-08,593,603
"Yellow Vest Ireland Leitrim",2021-09-21,872,914
"Yellow Vest Ireland Leitrim",2021-10-08,872,914
"Yellow Vest Ireland Limerick",2021-09-07,1073,1126
"Yellow Vest Ireland Limerick",2021-09-20,1071,1125
"Yellow Vest Ireland Limerick",2021-10-08,1066,1120
"Yellow Vest Ireland Longford",2021-09-21,1296,1335
"Yellow Vest Ireland Longford",2021-10-12,1296,1335
"Yellow Vest Ireland Louth",2021-09-21,1776,1840
"Yellow Vest Ireland Louth",2021-10-12,1776,1843
"Yellow Vest Ireland Mayo",2021-09-21,2355,2471
"Yellow Vest Ireland Mayo",2021-10-08,2346,2461
"Yellow Vest Ireland Meath",2021-09-21,1207,1274
"Yellow Vest Ireland Meath",2021-10-12,1205,1274
"Yellow Vest Ireland Monaghan",2021-09-22,1134,1186
"Yellow Vest Ireland Monaghan",2021-10-08,1131,1183
"Yellow Vest Ireland Offaly",2021-09-21,489,503
"Yellow Vest Ireland Offaly",2021-10-08,495,510
"Yellow Vest Ireland Roscommon",2021-09-20,821,837
"Yellow Vest Ireland Roscommon",2021-10-12,NA,NA
"Yellow Vest Ireland Sligo",2021-09-21,998,1059
"Yellow Vest Ireland Sligo",2021-10-08,999,1059
"Yellow Vest Ireland Tipperary",2021-09-22,1086,1134
"Yellow Vest Ireland Tyrone",2021-09-07,535,543
"Yellow Vest Ireland Tyrone",2021-10-08,540,549
"Yellow Vest Ireland Waterford",2021-09-22,984,1024
"Yellow Vest Ireland Waterford",2021-10-08,984,1024
"Yellow Vest Ireland Westmeath",2021-09-07,3129,3259
"Yellow Vest Ireland Westmeath",2021-09-20,3132,3261
"Yellow Vest Ireland Westmeath",2021-10-08,3131,3260
"Yellow Vest Ireland Wexford",2021-09-21,4103,4653
"Yellow Vest Ireland Wexford",2021-10-08,4103,4656
"Yellow Vest Ireland Wicklow",2021-09-07,1074,1157
"Yellow Vest Ireland Wicklow",2021-10-08,1075,1156
"Young Fine Gael Dublin Central",2021-09-22,383,403
